generationBatchId,dataLockStatus,familyCanonical,familyCode,productGroupKey,productSlug,productTitle,capacityMl,glassColorCanonical,glassColorCode,neckThreadSize,applicatorCanonical,applicatorCode,primaryOptionName,primaryOptionValue,primaryOptionCode,secondaryOptionName,secondaryOptionValue,secondaryOptionCode,graceSku,websiteSku,shopifyProductId,shopifyVariantId,convexProductId,convexProductGroupId,imageRole,outputFilename,outputWidth,outputHeight,sourceReferencePath,status,blockerNotes
2026-05-14-stakeholder-review,review,Circle,CIRC,circle-50ml-clear-18-415-antiquespray,circle-50ml-clear-18-415-antiquespray,"Circle design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",50,Clear,CLR,18-415,Vintage Bulb Sprayer,SPR,Glass Color,Clear,CLR,Cap Color,Black,BLK,GB-CIR-CLR-50ML-ASP-BLK,GBCrcl50AnSpBlk,,,kd7ekhk5na6fxqqz0qz2a051kd81vqwd,kh7e58z20zqh04nzyeg5vqgn1h83k856,pdp-main,GB-CIR-CLR-50ML-ASP-BLK__GBCrcl50AnSpBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Diva,DIVA,diva-30ml-clear-18-415-reducer,diva-30ml-clear-18-415-reducer,"Diva design 30 ml, 1oz  clear glass bottle  with reducer and black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",30,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Shiny Black,SHIN,GB-DVA-CLR-30ML-RDC-SBLK,GBDiva30RdcrShnBlk,,,kd797139y6vesqtsw0wr4qz5xn81tv8c,kh759n7fvwx3m8049fs5jnjmes83kdrp,pdp-main,GB-DVA-CLR-30ML-RDC-SBLK__GBDiva30RdcrShnBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-reducer-black-shiny-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-5ml-cobalt-blue-13-415-rollon,cylinder-5ml-cobalt-blue-13-415-rollon,"Cylinder design 5ml, 1/6oz Blue glass bottle with metal roller ball plug and silver cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and tr",5,Cobalt Blue,COB,13-415,Metal Roller Ball,ROL,Glass Color,Cobalt Blue,COB,Cap Color,Silver with Dots,SILV,GB-CYL-BLU-5ML-MRL-SLDT,GBCylBlu5MtlRollSlDot,,,kd75t34hn779qk7g0k04t4c7zh81vgs4,kh7cj1n5s02hty4cb3fg9mptbn83j6dr,pdp-main,GB-CYL-BLU-5ML-MRL-SLDT__GBCylBlu5MtlRollSlDot__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Round,ROUN,round-128ml-clear-18-415-reducer,round-128ml-clear-18-415-reducer,"Round design 128 ml, 4.33oz  clear glass bottle  with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",128,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Ivory Leather,IVOR,GB-RND-CLR-128ML-RDC-IVLT,GBRnd128RdcrIvyLthr,,,kd70p4gtka3c6mw5k8xn8g3byd81t3wb,kh7799nr6deqpc3y19mn7m42v183kvjm,pdp-main,GB-RND-CLR-128ML-RDC-IVLT__GBRnd128RdcrIvyLthr__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-ivory-faux-leather-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-5ml-clear-13-415-finemist,cylinder-5ml-clear-13-415-finemist,"Cylinder design 5ml, 1/6oz Clear glass bottle with matte blue spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",5,Clear,CLR,13-415,Fine Mist Sprayer,SPR,Glass Color,Clear,CLR,Cap Color,Matte Blue,MATT,GB-CYL-CLR-5ML-SPR-MBLU,GBCyl5SpryBluMatt,,,kd7aw1eet4gs6vegtgeaae1bn581tejd,kh7a6sws90b56m15b7mzdc9d4x83jyed,pdp-main,GB-CYL-CLR-5ML-SPR-MBLU__GBCyl5SpryBluMatt__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-matte-blue-spray,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Round,ROUN,round-78ml-clear-18-415-antiquespray,round-78ml-clear-18-415-antiquespray,"Round design 78 ml, 2.65oz  clear glass bottle  with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty o",78,Clear,CLR,18-415,Vintage Bulb Sprayer,SPR,Glass Color,Clear,CLR,Cap Color,Red,RED,GB-RND-CLR-78ML-ASP-RED,GBRnd78AnSpRed,,,kd7eqv0hr78y8tyaejt2e7n8w181vqhw,kh728wryxp4g6bmphcz39xbhr183k22q,pdp-main,GB-RND-CLR-78ML-ASP-RED__GBRnd78AnSpRed__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-100ml-clear-18-415-perfumespray,cylinder-100ml-clear-18-415-perfumespray,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with shiny black spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes. Price",100,Clear,CLR,18-415,Perfume Spray Pump,SPR,Glass Color,Clear,CLR,Cap Color,Shiny Black,SHIN,GB-CYL-CLR-100ML-SPR-SBLK,GBCyl100SpryShnBlk,,,kd79t5wffx43d0vdhb5cd05zs581va1n,kh79v3q8ytn8hgaapdynrb4kpd83kdxf,pdp-main,GB-CYL-CLR-100ML-SPR-SBLK__GBCyl100SpryShnBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-black-spray-pump-and-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,blocked,Sprayer,SPRA,fine-mist-sprayer-18-415,fine-mist-sprayer-18-415,"Shiny Gold collar sprayer, Thread size 18-415",0,,,18-415,,,Glass Color,,,Cap Color,Shiny Gold,SHIN,CMP-SPR-SHGD-18-415-05,Spry18-415ShnGl,,,kd75tmz1h5n7ackrg8yy652rj181v5vd,kh779xa82a0arabdejnn9nnbn983k5k4,pdp-main,CMP-SPR-SHGD-18-415-05__Spry18-415ShnGl__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/spray-top-shiny-gold-color-18-415,blocked,missing_glassColorCanonical | missing_applicatorCanonical
2026-05-14-stakeholder-review,review,Circle,CIRC,circle-100ml-clear-18-415-reducer,circle-100ml-clear-18-415-reducer,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100m",100,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Black Leather,BLAC,GB-CIR-CLR-100ML-RDC-BKLT,GBCrcl100RdcrBlkLthr,,,kd73ts76a0wv3yjga4mwdmm42h81t2xd,kh741zv7sp0q3nry2g2gm6se7183jw9w,pdp-main,GB-CIR-CLR-100ML-RDC-BKLT__GBCrcl100RdcrBlkLthr__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-black-faux-leather-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Circle,CIRC,circle-50ml-clear-18-415-antiquespray-tassel,circle-50ml-clear-18-415-antiquespray-tassel,"Circle design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",50,Clear,CLR,18-415,Vintage Bulb Sprayer with Tassel,SPR,Glass Color,Clear,CLR,Cap Color,Black,BLK,GB-CIR-CLR-50ML-AST-BLK,GBCrcl50AnSpTslBlk,,,kd7fsyfkwdbfpv19k613zh1yd181vjt7,kh7ccreytn0fwn4834v1a1yam183jf78,pdp-main,GB-CIR-CLR-50ML-AST-BLK__GBCrcl50AnSpTslBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Diva,DIVA,diva-30ml-clear-18-415-reducer,diva-30ml-clear-18-415-reducer,"Diva design 30 ml, 1oz  clear glass bottle  with reducer and brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",30,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Brown Leather,BROW,GB-DVA-CLR-30ML-RDC-BRLT,GBDiva30RdcrBrwnLthr,,,kd7ewdejgvj4y2753hv8s3q2y181tvr8,kh759n7fvwx3m8049fs5jnjmes83kdrp,pdp-main,GB-DVA-CLR-30ML-RDC-BRLT__GBDiva30RdcrBrwnLthr__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-reducer-brown-faux-leather-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Round,ROUN,round-128ml-clear-18-415-reducer,round-128ml-clear-18-415-reducer,"Round design 128 ml, 4.33oz  clear glass bottle  with reducer and shiny gold cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",128,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Shiny Gold,SHIN,GB-RND-CLR-128ML-RDC-SGLD,GBRnd128RdcrShnGl,,,kd70jyr59y4zx5y0x439fm7vfh81vpa7,kh7799nr6deqpc3y19mn7m42v183kvjm,pdp-main,GB-RND-CLR-128ML-RDC-SGLD__GBRnd128RdcrShnGl__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-shiny-gold-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-5ml-cobalt-blue-13-415-rollon,cylinder-5ml-cobalt-blue-13-415-rollon,"Cylinder design 5ml, 1/6oz Blue glass bottle with metal roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel",5,Cobalt Blue,COB,13-415,Metal Roller Ball,ROL,Glass Color,Cobalt Blue,COB,Cap Color,Matte Silver,MATT,GB-CYL-BLU-5ML-MRL-MSLV,GBCylBlu5MtlRollSlMatt,,,kd733vaf9fk274dv5tnwwstxb981ta71,kh7cj1n5s02hty4cb3fg9mptbn83j6dr,pdp-main,GB-CYL-BLU-5ML-MRL-MSLV__GBCylBlu5MtlRollSlMatt__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-metal-roller-ball-plug-matte-silver-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-5ml-clear-13-415-finemist,cylinder-5ml-clear-13-415-finemist,"Cylinder design 5ml, 1/6oz Clear glass bottle with matte copper spray. For use with fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",5,Clear,CLR,13-415,Fine Mist Sprayer,SPR,Glass Color,Clear,CLR,Cap Color,Matte Copper,MATT,GB-CYL-CLR-5ML-SPR-MCPR,GBCyl5SpryCuMatt,,,kd744scrnj6n0p5qfnar3nqs8n81v57n,kh7a6sws90b56m15b7mzdc9d4x83jyed,pdp-main,GB-CYL-CLR-5ML-SPR-MCPR__GBCyl5SpryCuMatt__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-matte-copper-spray,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-100ml-clear-18-415-perfumespray,cylinder-100ml-clear-18-415-perfumespray,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with matte silver spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes. Pric",100,Clear,CLR,18-415,Perfume Spray Pump,SPR,Glass Color,Clear,CLR,Cap Color,Matte Silver,MATT,GB-CYL-CLR-100ML-SPR-MSLV,GBCyl100SpryMtSl,,,kd7fg9ekz1ptnnjkybs8jyafm981tn9j,kh79v3q8ytn8hgaapdynrb4kpd83kdxf,pdp-main,GB-CYL-CLR-100ML-SPR-MSLV__GBCyl100SpryMtSl__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-spray-pump-and-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Round,ROUN,round-78ml-clear-18-415-antiquespray,round-78ml-clear-18-415-antiquespray,"Round design 78 ml, 2.65oz  clear glass bottle  with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beau",78,Clear,CLR,18-415,Vintage Bulb Sprayer,SPR,Glass Color,Clear,CLR,Cap Color,Matte Silver,MATT,GB-RND-CLR-78ML-ASP-MSLV,GBRnd78AnSpMtSl,,,kd7asazgyqqpahbcbcn6h7m8f981t922,kh728wryxp4g6bmphcz39xbhr183k22q,pdp-main,GB-RND-CLR-78ML-ASP-MSLV__GBRnd78AnSpMtSl__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,blocked,Sprayer,SPRA,fine-mist-sprayer-18-415,fine-mist-sprayer-18-415,"Shiny Black collar sprayer, Thread size 18-415",0,,,18-415,,,Glass Color,,,Cap Color,Shiny Black,SHIN,CMP-SPR-SHBK-18-415-06,Spry18-415ShnBlk,,,kd75yt2ar7mzgr2ggjnte1yjy181tp68,kh779xa82a0arabdejnn9nnbn983k5k4,pdp-main,CMP-SPR-SHBK-18-415-06__Spry18-415ShnBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/spray-top-shiny-black-color-18-415,blocked,missing_glassColorCanonical | missing_applicatorCanonical
2026-05-14-stakeholder-review,review,Round,ROUN,round-128ml-clear-18-415-reducer,round-128ml-clear-18-415-reducer,"Round design 128 ml, 4.33oz  clear glass bottle  with reducer and tall black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",128,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Shiny Black,SHIN,GB-RND-CLR-128ML-RDC-SBLK-T,GBRnd128RdcrShnBlkTall,,,kd7bhpncasjekzjcmq1ctrhesh81t4bj,kh7799nr6deqpc3y19mn7m42v183kvjm,pdp-main,GB-RND-CLR-128ML-RDC-SBLK-T__GBRnd128RdcrShnBlkTall__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-tall-black-shiny-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Circle,CIRC,circle-100ml-frosted-18-415-reducer,circle-100ml-frosted-18-415-reducer,"Circle design 100 ml, 3 1/2oz frosted glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100m",100,Frosted,FRO,18-415,Reducer,RED,Glass Color,Frosted,FRO,Cap Color,Black Leather,BLAC,GB-CIR-FRS-100ML-RDC-BLK,GBCrclFrst100RdcrBlkLthr,,,kd7exmjsfsnzb6vyy6whjyq95h81ve01,kh7686a0892wjs2y1wzd99sceh83kagp,pdp-main,GB-CIR-FRS-100ML-RDC-BLK__GBCrclFrst100RdcrBlkLthr__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-black-faux-leather-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Circle,CIRC,circle-50ml-frosted-18-415-antiquespray,circle-50ml-frosted-18-415-antiquespray,"Circle design 50 ml, 1.7oz  frosted glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beau",50,Frosted,FRO,18-415,Vintage Bulb Sprayer,SPR,Glass Color,Frosted,FRO,Cap Color,Black,BLK,GB-CIR-FRS-50ML-ASP-BLK,GBCrclFrst50AnSpBlk,,,kd74w3571pbc6572pqereap8wn81v8yh,kh77rve0mpcjnh2brq04662ewd83k94v,pdp-main,GB-CIR-FRS-50ML-ASP-BLK__GBCrclFrst50AnSpBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-5ml-cobalt-blue-13-415-rollon,cylinder-5ml-cobalt-blue-13-415-rollon,"Cylinder design 5ml, 1/6oz Blue glass bottle with metal roller ball plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel",5,Cobalt Blue,COB,13-415,Metal Roller Ball,ROL,Glass Color,Cobalt Blue,COB,Cap Color,Shiny Silver,SHIN,GB-CYL-BLU-5ML-MRL-SSLV,GBCylBlu5MtlRollSlSh,,,kd7aa1za0sbspawpkxjkp7zwvx81vqmt,kh7cj1n5s02hty4cb3fg9mptbn83j6dr,pdp-main,GB-CYL-BLU-5ML-MRL-SSLV__GBCylBlu5MtlRollSlSh__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Diva,DIVA,diva-30ml-clear-18-415-reducer,diva-30ml-clear-18-415-reducer,"Diva design 30 ml, 1oz  clear glass bottle  with reducer and light brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price ea",30,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Light Brown Leather,LIGH,GB-DVA-CLR-30ML-RDC-LBLT,GBDiva30RdcrLBrwnLthr,,,kd7caw558b3dby1s29k1kmahss81vfz4,kh759n7fvwx3m8049fs5jnjmes83kdrp,pdp-main,GB-DVA-CLR-30ML-RDC-LBLT__GBDiva30RdcrLBrwnLthr__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-reducer-light-brown-faux-leather-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-5ml-clear-13-415-finemist,cylinder-5ml-clear-13-415-finemist,"Cylinder design 5ml, 1/6oz Clear glass bottle with matte gold spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",5,Clear,CLR,13-415,Fine Mist Sprayer,SPR,Glass Color,Clear,CLR,Cap Color,Matte Gold,MATT,GB-CYL-CLR-5ML-SPR-MGLD,GBCyl5SpryGlMatt,,,kd75qwm3007nw6hdvfwy2nk0h181vkf3,kh7a6sws90b56m15b7mzdc9d4x83jyed,pdp-main,GB-CYL-CLR-5ML-SPR-MGLD__GBCyl5SpryGlMatt__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-matte-gold-spray,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-100ml-clear-18-415-perfumespray,cylinder-100ml-clear-18-415-perfumespray,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with shiny silver spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes. Pric",100,Clear,CLR,18-415,Perfume Spray Pump,SPR,Glass Color,Clear,CLR,Cap Color,Shiny Silver,SHIN,GB-CYL-CLR-100ML-SPR-SSLV,GBCyl100SpryShnSl,,,kd7cwf4bxya5z2xe1edda74zp181vts7,kh79v3q8ytn8hgaapdynrb4kpd83kdxf,pdp-main,GB-CYL-CLR-100ML-SPR-SSLV__GBCyl100SpryShnSl__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-silver-spray-and-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Round,ROUN,round-78ml-clear-18-415-antiquespray,round-78ml-clear-18-415-antiquespray,"Round design 78 ml, 2.65oz  clear glass bottle  with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",78,Clear,CLR,18-415,Vintage Bulb Sprayer,SPR,Glass Color,Clear,CLR,Cap Color,Clear,CLR,GB-RND-CLR-78ML-T,GBRnd78AnSpWht,,,kd79nkm7pp13jf705kcham0gy981tfac,kh728wryxp4g6bmphcz39xbhr183k22q,pdp-main,GB-RND-CLR-78ML-T__GBRnd78AnSpWht__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,blocked,Sprayer,SPRA,fine-mist-sprayer-18-415,fine-mist-sprayer-18-415,"Matte Silver collar sprayer, Thread size 18-415",0,,,18-415,,,Glass Color,,,Cap Color,Matte Silver,MATT,CMP-SPR-MTSL-18-415-06,Spry18-415MtSl,,,kd77k486ntynenbv1f2k7dxtpx81t8yn,kh779xa82a0arabdejnn9nnbn983k5k4,pdp-main,CMP-SPR-MTSL-18-415-06__Spry18-415MtSl__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/spray-top-matte-silver-color-18-415,blocked,missing_glassColorCanonical | missing_applicatorCanonical
2026-05-14-stakeholder-review,review,Cylinder,CYLI,cylinder-100ml-clear-18-415-reducer,cylinder-100ml-clear-18-415-reducer,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Cylinder design is a family of bottles available in 30ml, 50ml and 100ml s",100,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Black Leather,BLAC,GB-CYL-CLR-100ML-RDC-BKLT,GBCyl100RdcrBlkLthr,,,kd7es5swvq622xdnjhkeg2d2p581thvq,kh7b67dyan5neb8h5f5r3xh49n83j533,pdp-main,GB-CYL-CLR-100ML-RDC-BKLT__GBCyl100RdcrBlkLthr__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-black-faux-leather-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Round,ROUN,round-128ml-clear-18-415-reducer,round-128ml-clear-18-415-reducer,"Round design 128 ml, 4.33oz  clear glass bottle  with reducer and black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",128,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Shiny Black,SHIN,GB-RND-CLR-128ML-RDC-SBLK,GBRnd128RdcrShnBlk,,,kd799hkbvv0jhg8rv5s0b1wh7s81trcp,kh7799nr6deqpc3y19mn7m42v183kvjm,pdp-main,GB-RND-CLR-128ML-RDC-SBLK__GBRnd128RdcrShnBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-black-shiny-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Circle,CIRC,circle-50ml-frosted-18-415-antiquespray,circle-50ml-frosted-18-415-antiquespray,"Circle design 50 ml, 1.7oz  frosted glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",50,Frosted,FRO,18-415,Vintage Bulb Sprayer,SPR,Glass Color,Frosted,FRO,Cap Color,Frosted,FRO,GB-CIR-FRS-50ML-ASP-01,GBCrclFrst50AnSpTslBlk,,,kd793jvrfw3je7v4skgf0850bx81t5f1,kh77rve0mpcjnh2brq04662ewd83k94v,pdp-main,GB-CIR-FRS-50ML-ASP-01__GBCrclFrst50AnSpTslBlk__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Sleek,SLEE,sleek-5ml-clear-13-415-rollon,sleek-5ml-clear-13-415-rollon,"Sleek design 5ml, 1/6oz Clear glass bottle with metal roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel ac",5,Clear,CLR,13-415,Metal Roller Ball,ROL,Glass Color,Clear,CLR,Cap Color,Shiny Black,SHIN,GB-SLK-CLR-5ML-MRL-SBLK,GBSleek5MtlRollBlkSh,,,kd71p7jcfnsmtsm6q90w383exd81veez,kh786dea2xmj16bvx1v8eb0mj983jr50,pdp-main,GB-SLK-CLR-5ML-MRL-SBLK__GBSleek5MtlRollBlkSh__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,ready_for_prompt_review,
2026-05-14-stakeholder-review,review,Diva,DIVA,diva-30ml-clear-18-415-reducer,diva-30ml-clear-18-415-reducer,"Diva design 30 ml, 1oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",30,Clear,CLR,18-415,Reducer,RED,Glass Color,Clear,CLR,Cap Color,Shiny Silver,SHIN,GB-DVA-CLR-30ML-RDC-SSLV,GBDiva30RdcrShnSl,,,kd74xr3b9z1pccqxmbs0kx7qyx81t5bp,kh759n7fvwx3m8049fs5jnjmes83kdrp,pdp-main,GB-DVA-CLR-30ML-RDC-SSLV__GBDiva30RdcrShnSl__pdp-main__v001.png,2080,2288,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-reducer-shiny-silver-cap,ready_for_prompt_review,
